study_accession	external_trait	source_url	local_raw_file	munged_sumstats_file	raw_file_exists	dataset	dataset_note
GCST90302001	Total lipids in large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302001/GCST90302001.tsv	D:/metabolic/GCST90302001.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302001.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302002	Concentration of large HDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302002/GCST90302002.tsv	D:/metabolic/GCST90302002.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302002.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302003	Phospholipids in large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302003/GCST90302003.tsv	D:/metabolic/GCST90302003.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302003.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302004	Phospholipids to total lipids ratio in large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302004/GCST90302004.tsv	D:/metabolic/GCST90302004.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302004.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302005	Triglycerides in large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302005/GCST90302005.tsv	D:/metabolic/GCST90302005.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302005.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302006	Triglycerides to total lipids ratio in large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302006/GCST90302006.tsv	D:/metabolic/GCST90302006.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302006.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302007	Total cholesterol in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302007/GCST90302007.tsv	D:/metabolic/GCST90302007.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302007.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302008	Total cholesterol to total lipids ratio in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302008/GCST90302008.tsv	D:/metabolic/GCST90302008.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302008.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302009	Cholesterol esters in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302009/GCST90302009.tsv	D:/metabolic/GCST90302009.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302009.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302010	Cholesteryl esters to total lipids ratio in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302010/GCST90302010.tsv	D:/metabolic/GCST90302010.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302010.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302011	Free cholesterol in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302011/GCST90302011.tsv	D:/metabolic/GCST90302011.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302011.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302012	Free cholesterol to total lipids ratio in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302012/GCST90302012.tsv	D:/metabolic/GCST90302012.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302012.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302013	Total lipids in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302013/GCST90302013.tsv	D:/metabolic/GCST90302013.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302013.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302014	Concentration of large LDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302014/GCST90302014.tsv	D:/metabolic/GCST90302014.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302014.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302015	Phospholipids in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302015/GCST90302015.tsv	D:/metabolic/GCST90302015.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302015.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302016	Phospholipids to total lipids ratio in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302016/GCST90302016.tsv	D:/metabolic/GCST90302016.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302016.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302017	Triglycerides in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302017/GCST90302017.tsv	D:/metabolic/GCST90302017.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302017.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302018	Triglycerides to total lipids ratio in large LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302018/GCST90302018.tsv	D:/metabolic/GCST90302018.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302018.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302019	Total Cholesterol in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302019/GCST90302019.tsv	D:/metabolic/GCST90302019.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302019.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302020	Total cholesterol to total lipids ratio in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302020/GCST90302020.tsv	D:/metabolic/GCST90302020.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302020.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302021	Cholesterol esters in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302021/GCST90302021.tsv	D:/metabolic/GCST90302021.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302021.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302022	Cholesteryl esters to total lipids ratio in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302022/GCST90302022.tsv	D:/metabolic/GCST90302022.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302022.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302023	Free cholesterol in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302023/GCST90302023.tsv	D:/metabolic/GCST90302023.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302023.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302024	Free cholesterol to total lipids ratio in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302024/GCST90302024.tsv	D:/metabolic/GCST90302024.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302024.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302025	Total lipids in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302025/GCST90302025.tsv	D:/metabolic/GCST90302025.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302025.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302026	Concentration of large VLDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302026/GCST90302026.tsv	D:/metabolic/GCST90302026.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302026.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302027	Phospholipids in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302027/GCST90302027.tsv	D:/metabolic/GCST90302027.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302027.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302028	Phospholipids to total lipids ratio in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302028/GCST90302028.tsv	D:/metabolic/GCST90302028.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302028.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302029	Triglycerides in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302029/GCST90302029.tsv	D:/metabolic/GCST90302029.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302029.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302030	Triglycerides to total lipids ratio in large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302030/GCST90302030.tsv	D:/metabolic/GCST90302030.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302030.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302031	Total cholesterol levels in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302031/GCST90302031.tsv	D:/metabolic/GCST90302031.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302031.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302032	Total cholesterol to total lipids ratio in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302032/GCST90302032.tsv	D:/metabolic/GCST90302032.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302032.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302033	Cholesterol esters in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302033/GCST90302033.tsv	D:/metabolic/GCST90302033.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302033.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302034	Cholesteryl esters to total lipids ratio in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302034/GCST90302034.tsv	D:/metabolic/GCST90302034.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302034.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302035	Free cholesterol in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302035/GCST90302035.tsv	D:/metabolic/GCST90302035.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302035.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302036	Free cholesterol to total lipids ratio in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302036/GCST90302036.tsv	D:/metabolic/GCST90302036.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302036.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302037	Total lipids in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302037/GCST90302037.tsv	D:/metabolic/GCST90302037.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302037.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302038	Concentration of medium HDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302038/GCST90302038.tsv	D:/metabolic/GCST90302038.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302038.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302039	Phospholipids in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302039/GCST90302039.tsv	D:/metabolic/GCST90302039.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302039.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302040	Phospholipids to total lipids ratio in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302040/GCST90302040.tsv	D:/metabolic/GCST90302040.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302040.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302041	Triglycerides in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302041/GCST90302041.tsv	D:/metabolic/GCST90302041.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302041.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302042	Triglycerides to total lipids ratio in medium HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302042/GCST90302042.tsv	D:/metabolic/GCST90302042.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302042.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302043	Total cholesterol in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302043/GCST90302043.tsv	D:/metabolic/GCST90302043.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302043.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302044	Total cholesterol to total lipids ratio in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302044/GCST90302044.tsv	D:/metabolic/GCST90302044.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302044.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302045	Cholesterol esters in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302045/GCST90302045.tsv	D:/metabolic/GCST90302045.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302045.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302046	Cholesteryl esters to total lipids ratio in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302046/GCST90302046.tsv	D:/metabolic/GCST90302046.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302046.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302047	Free cholesterol in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302047/GCST90302047.tsv	D:/metabolic/GCST90302047.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302047.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302048	Free cholesterol to total lipids ratio in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302048/GCST90302048.tsv	D:/metabolic/GCST90302048.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302048.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302049	Total lipid levels in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302049/GCST90302049.tsv	D:/metabolic/GCST90302049.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302049.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302050	Concentration of medium LDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302050/GCST90302050.tsv	D:/metabolic/GCST90302050.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302050.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302051	Phospholipids in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302051/GCST90302051.tsv	D:/metabolic/GCST90302051.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302051.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302052	Phospholipids to total lipids ratio in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302052/GCST90302052.tsv	D:/metabolic/GCST90302052.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302052.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302053	Triglycerides in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302053/GCST90302053.tsv	D:/metabolic/GCST90302053.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302053.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302054	Triglycerides to total lipids ratio in medium LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302054/GCST90302054.tsv	D:/metabolic/GCST90302054.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302054.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302055	Monounsaturated fatty acids (16:1, 18:1) levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302055/GCST90302055.tsv	D:/metabolic/GCST90302055.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302055.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302056	Ratio of monounsaturated fatty acids to total fatty acids	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302056/GCST90302056.tsv	D:/metabolic/GCST90302056.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302056.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302057	Total cholesterol in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302057/GCST90302057.tsv	D:/metabolic/GCST90302057.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302057.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302058	Total cholesterol to total lipids ratio in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302058/GCST90302058.tsv	D:/metabolic/GCST90302058.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302058.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302059	Cholesterol esters in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302059/GCST90302059.tsv	D:/metabolic/GCST90302059.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302059.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
